上市公司代码,上市公司简称,门类代码,门类简称,次类代码,次类简称,大类代码,大类简称
002992,宝明科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
002993,奥海科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
002995,天地在线,L,租赁和商务服务业,,,72,商务服务业
002996,顺博合金,C,制造业,CJ,其他制造业,42,废弃资源综合利用业
002997,瑞鹄模具,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
002998,优彩资源,C,制造业,CE,石油、化学、生物医药,28,化学纤维制造业
002999,天禾股份,F,批发和零售业,,,52,零售业
003000,劲仔食品,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
003001,中岩大地,E,建筑业,,,48,土木工程建筑业
003002,壶化股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
003003,天元股份,C,制造业,CD,造纸、印刷、文教,23,印刷和记录媒介复制业
003004,*ST声迅,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
003005,竞业达,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
003006,百亚股份,C,制造业,CD,造纸、印刷、文教,22,造纸和纸制品业
003007,直真科技,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
003008,开普检测,M,科学研究和技术服务业,,,74,专业技术服务业
003009,中天火箭,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
003010,若羽臣,I,信息传输、软件和信息技术服务业,,,64,互联网和相关服务
003011,海象新材,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
003012,东鹏控股,C,制造业,CF,金属、非金属,30,非金属矿物制品业
003013,地铁设计,M,科学研究和技术服务业,,,74,专业技术服务业
003015,日久光电,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
003016,欣贺股份,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
003017,大洋生物,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
003018,金富科技,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
003019,宸展光电,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
003020,立方制药,C,制造业,CE,石油、化学、生物医药,27,医药制造业
003021,兆威机电,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
003022,联泓新科,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
003023,彩虹集团,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
003025,思进智能,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
003026,中晶科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
003027,同兴科技,N,水利、环境和公共设施管理业,,,77,生态保护和环境治理业
003028,振邦智能,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
003029,吉大正元,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
003030,祖名股份,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
003031,中瓷电子,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
003032,*ST传智,P,教育,,,83,教育
003033,征和工业,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
003035,南网能源,M,科学研究和技术服务业,,,75,科技推广和应用服务业
003036,泰坦股份,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
003037,三和管桩,C,制造业,CF,金属、非金属,30,非金属矿物制品业
003038,鑫铂股份,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
003039,顺控发展,D,电力、热力、燃气及水生产和供应业,,,46,水的生产和供应业
003040,楚天龙,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
003041,真爱美家,C,制造业,CB,纺织、服装、鞋帽,17,纺织业
003042,中农联合,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
003043,华亚智能,C,制造业,CF,金属、非金属,33,金属制品业
003816,中国广核,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
200468,宁通信B,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
200512,闽灿坤B,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
200706,瓦轴B,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
200771,杭汽轮B,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
200992,中鲁B,A,农、林、牧、渔业,,,04,渔业
300001,特锐德,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
300002,神州泰岳,I,信息传输、软件和信息技术服务业,,,64,互联网和相关服务
300003,乐普医疗,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
300004,南风股份,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
300005,探路者,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
300006,莱美药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
300007,汉威科技,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300008,天海防务,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
300009,安科生物,C,制造业,CE,石油、化学、生物医药,27,医药制造业
300010,豆神教育,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300011,鼎汉技术,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
300012,华测检测,M,科学研究和技术服务业,,,74,专业技术服务业
300013,新宁物流,G,交通运输、仓储和邮政业,,,59,装卸搬运和仓储业
300014,亿纬锂能,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
300015,爱尔眼科,Q,卫生和社会工作,,,84,卫生
300016,北陆药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
300017,网宿科技,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300018,中元股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
300019,硅宝科技,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
300020,ST银江,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300021,大禹节水,N,水利、环境和公共设施管理业,,,76,水利管理业
300022,吉峰科技,F,批发和零售业,,,51,批发业
300024,机器人,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
300025,华星创业,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300026,红日药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
300027,华谊兄弟,R,文化、体育和娱乐业,,,87,广播、电视、电影和录音制作业
300029,*ST天龙,E,建筑业,,,48,土木工程建筑业
300030,阳普医疗,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
300031,宝通科技,I,信息传输、软件和信息技术服务业,,,64,互联网和相关服务
300032,金龙机电,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
300033,同花顺,J,金融业,,,69,其他金融业
300034,钢研高纳,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
300035,中科电气,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300036,超图软件,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300037,新宙邦,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300039,上海凯宝,C,制造业,CE,石油、化学、生物医药,27,医药制造业
300040,九洲集团,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
300041,回天新材,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
300042,朗科科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300043,星辉娱乐,I,信息传输、软件和信息技术服务业,,,64,互联网和相关服务
300044,ST赛为,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300045,华力创通,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300046,台基股份,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300047,天源迪科,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300048,合康新能,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
300049,福瑞股份,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
300050,世纪鼎利,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300051,琏升科技,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300052,ST中青宝,I,信息传输、软件和信息技术服务业,,,64,互联网和相关服务
300053,航宇微,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300054,鼎龙股份,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300055,万邦达,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
300056,中创环保,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
300057,万顺新材,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
300058,蓝色光标,L,租赁和商务服务业,,,72,商务服务业
300059,东方财富,J,金融业,,,67,资本市场服务
300061,旗天科技,L,租赁和商务服务业,,,72,商务服务业
300062,中能电气,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
300063,天龙集团,L,租赁和商务服务业,,,72,商务服务业
300065,海兰信,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300066,三川智慧,C,制造业,CI,仪器、仪表,40,仪器仪表制造业
300067,安诺其,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
300068,南都电源,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
300069,金利华电,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
300070,碧水源,N,水利、环境和公共设施管理业,,,77,生态保护和环境治理业
300071,福石控股,L,租赁和商务服务业,,,72,商务服务业
300072,海新能科,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
300073,当升科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300074,华平股份,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300075,数字政通,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300076,GQY视讯,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300077,国民技术,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300078,思创医惠,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300079,数码视讯,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300080,易成新能,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
300081,恒信东方,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300082,奥克股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
300083,创世纪,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
300084,海默科技,B,采矿业,,,11,开采专业及辅助性活动
300085,银之杰,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
300086,康芝药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
300087,荃银高科,A,农、林、牧、渔业,,,05,农、林、牧、渔专业及辅助性活动
300088,长信科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
300091,金通灵,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
300092,科新机电,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
300093,*ST金刚,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
300094,国联水产,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
300095,华伍股份,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
